Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q10,Q10_2_TEXT,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q20_2_TEXT,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q21_7,Q21_8,Q21_9,Q21_10,Q21_11,Q21_12,Q21_13,Q21_14,Q21_15,Q21_16,Q21_17,Q21_18,Q21_19,Q21_20,Q21_21,Q22_1,Q22_2,Q22_3,Q22_4,Q22_5,Q22_6,Q22_7,Q22_8,Q22_9,Q22_10,Q22_11,Q22_12,Q22_13,Q22_14,Q22_15,Q22_16,Q22_17,Q22_18,Q23_1,Q23_2,Q23_3,Q23_4,Q23_5,Q23_6,Q23_7,Q23_8,Q23_9,Q23_10,Q23_11,Q23_12,Q23_13,Q23_14,Q23_15,Q23_16,Q23_17,Q23_18,Q24_1,Q24_2,Q24_3,Q25_1,Q25_2,Q25_3,Q26_1,Q26_2,Q26_3,Q27_1,Q28_1,Q29,Q29_7_TEXT,Q30,Q30_7_TEXT
66,Male   ,4-year College Degree   ,White/Caucasian   ,Yes   ,Normal weight,Divorced/Separated,,,,,,,,,,,,"Yes, please indicate how many children you have",3,Losing weight   ,180,I have no confidence in my estimate   ,Over a week ago   ,"5.4""",Significant relationship change ,"Used a very low calorie diet for weight loss (less than 1,200 calories daily)   ",170,174,No  ,,Sometimes,Sometimes,Rarely,Often,Sometimes,Often,Rarely,Never,Rarely,Rarely,Rarely,Rarely,Never,Never,Never,Rarely,Rarely,Never,Never,Sometimes,Rarely,2,5,0,5,0,0,3,3,1,0,0,0,0,6,1,1,2,1,6,6,6,7,1,1,3,4,1,2,5,1,1,2,6,5,5,5,80,60,51,20,85,40,82,90,86,4,5,No  ,,No  ,
25,Male   ,4-year College Degree   ,White/Caucasian   ,No   ,Overweight,Married (Cohabiting),Agree,Disagree,Somewhat disagree,Somewhat disagree,Disagree,Disagree,Strongly Disagree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,"Yes, please indicate how many children you have",2,Losing weight   ,235,I'm very confident about my estimate  ,This week   ,77,Significant relationship change ,,248,195,"Yes, If Yes add box please briefly describe what is working for you",Has to be diet and exercise,Sometimes,Sometimes,Rarely,Never,Rarely,Rarely,Never,Sometimes,Sometimes,Never,Never,Never,Rarely,Never,Sometimes,Rarely,Never,Never,Sometimes,Sometimes,Rarely,2,0,0,3,1,0,1,6,5,4,6,1,0,2,1,7,1,0,3,0,0,0,2,0,2,6,2,5,5,0,0,7,0,7,1,2,50,40,60,80,60,36,41,70,40,3,3,No  ,,No  ,
38,Male   ,4-year College Degree   ,White/Caucasian   ,No   ,Normal weight,Married (Cohabiting),Strongly agree,Strongly Disagree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly Disagree,Disagree,Disagree,Disagree,Somewhat disagree,Somewhat agree,"Yes, please indicate how many children you have",4,Losing weight   ,165,I'm very confident about my estimate  ,Over a week ago   ,73,,,185,155,No  ,,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Often,Rarely,Rarely,Often,Rarely,Rarely,Rarely,Never,Rarely,Never,0,0,0,1,0,4,1,0,2,0,0,1,0,1,0,0,1,0,6,7,7,2,0,5,2,6,6,6,4,0,0,2,6,2,0,3,52,59,55,30,8,0,26,57,81,3,2,No  ,,No  ,
49,Female   ,4-year College Degree   ,White/Caucasian   ,No   ,Obese,Married (Cohabiting),Strongly agree,Somewhat disagree,Somewhat disagree,Strongly agree,Disagree,Disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,"Yes, please indicate how many children you have",5,Gaining weight ,215,I'm very confident about my estimate  ,Today   ,66,Significant medical experience impeding mobility   ,"Used a very low calorie diet for weight loss (less than 1,200 calories daily)   ",232,150,No  ,,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,4,2,2,2,2,1,3,3,5,6,2,4,0,1,6,3,4,5,1,0,0,2,6,6,6,1,6,0,0,1,1,1,4,1,5,2,35,12,32,50,37,45,73,35,67,3,4,No  ,,No  ,
52,Male   ,4-year College Degree   ,White/Caucasian   ,No   ,Normal weight,Married (Cohabiting),Somewhat agree,Neither agree nor disagree,Agree,Agree,Agree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,"Yes, please indicate how many children you have",5,Keeping my weight about the same   ,180,I'm very confident about my estimate  ,Today   ,69,Significant medical experience impeding mobility   ,"Used a very low calorie diet for weight loss (less than 1,200 calories daily)   ",240,170,"Yes, If Yes add box please briefly describe what is working for you",Lifestyle & self control,Often,Often,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Rarely,Rarely,Often,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Rarely,Sometimes,Rarely,Rarely,Often,Sometimes,3,3,1,2,3,2,4,4,6,6,2,2,0,1,1,1,0,3,4,3,3,1,1,1,1,3,3,2,3,2,0,1,1,1,2,1,82,83,73,81,52,53,51,52,52,3,2,No  ,,No  ,
33,Female   ,2-year College Degree   ,White/Caucasian   ,No   ,Obese,Married (Cohabiting),Strongly agree,Disagree,Disagree,Strongly agree,Disagree,Disagree,Somewhat agree,Disagree,Somewhat disagree,Agree,Strongly agree,No,,Losing weight   ,280,I'm very confident about my estimate  ,Today   ,67,"Started a medication with weight gain as a side effect   ,Significant medical experience impeding mobility   ,Significant relationship change ","Used a very low calorie diet for weight loss (less than 1,200 calories daily)   ",336,210,"Yes, If Yes add box please briefly describe what is working for you","Ideal Protein: 8 oz meat, 6 cups low carb veggies, 3 low carb clean protein shakes (quest), gallon of water, daily methalated multivitamin, natural calm to keep constipation away. ",Often,Often,Rarely,Often,Sometimes,Rarely,Often,Often,Often,Rarely,Never,Sometimes,Never,Often,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,7,0,7,3,2,3,4,7,7,2,6,0,0,3,0,0,1,0,0,0,0,7,4,5,4,0,7,0,0,0,0,1,3,3,4,5,50,68,60,50,100,100,75,31,32,4,4,No  ,,No  ,
24,Female   ,4-year College Degree   ,White/Caucasian   ,No   ,Normal weight,Married (Cohabiting),Strongly agree,Disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Disagree,Disagree,Disagree,Somewhat agree,Agree,No,,Keeping my weight about the same   ,152,I'm very confident about my estimate  ,Today   ,70,Pregnancy   ,Exercised at least 2 hours daily for weight loss   ,152,125,"Yes, If Yes add box please briefly describe what is working for you",Exercise,Often,Often,Often,Often,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Rarely,Rarely,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,5,0,0,7,3,2,7,7,7,3,5,0,0,2,3,7,2,0,0,0,0,5,5,2,7,5,3,3,2,0,0,1,0,7,2,2,50,50,50,70,71,60,80,70,,3,4,No  ,,No  ,
25,Female   ,Doctoral Degree   ,White/Caucasian   ,No   ,Normal weight,Never Married  ,,,,,,,,,,,,No,,Keeping my weight about the same   ,147,I'm very confident about my estimate  ,This week   ,66,,"Used a very low calorie diet for weight loss (less than 1,200 calories daily)   ",160,135,No  ,,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Rarely,5,2,0,5,4,3,6,5,2,4,1,3,0,2,3,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,65,80,81,70,40,,,,4,,No  ,,No  ,
28,Female   ,4-year College Degree   ,White/Caucasian   ,No   ,Obese,Married (Cohabiting),Agree,Somewhat disagree,Strongly agree,Strongly Disagree,Disagree,Disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Agree,"Yes, please indicate how many children you have",1,Keeping my weight about the same   ,260,I'm very confident about my estimate  ,This week   ,66,"Pregnancy   ,Started a medication with weight gain as a side effect   ",,260,190,No  ,,Sometimes,Often,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,4,3,0,4,3,5,3,2,5,5,2,2,0,3,3,4,2,4,0,0,0,1,7,7,7,0,7,0,0,3,0,1,3,3,3,3,10,10,10,50,50,50,70,70,70,3,4,No  ,,No  ,
24,Female   ,4-year College Degree   ,White/Caucasian   ,No   ,Normal weight,Married (Cohabiting),Strongly agree,Strongly Disagree,Agree,Strongly agree,Agree,Somewhat disagree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,Agree,No,,Keeping my weight about the same   ,135,I'm fairly confident about my estimate   ,Over a week ago   ,69,Significant relationship change ,,145,127,No  ,,Rarely,Sometimes,Rarely,Rarely,Never,Sometimes,Rarely,Rarely,Never,Rarely,Rarely,Rarely,Never,Rarely,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,Never,0,0,0,6,2,,7,0,7,0,2,0,0,4,0,1,2,0,0,0,0,5,3,,7,0,4,0,0,0,0,4,0,7,2,0,90,87,90,55,35,5,50,5,5,4,4,No  ,,No  ,
,Female   ,4-year College Degree   ,White/Caucasian   ,No   ,Normal weight,Never Married  ,,,,,,,,,,,,No,,Gaining weight ,150,I'm very confident about my estimate  ,Over a week ago   ,65,"Started a medication with weight gain as a side effect   ,Significant relationship change ",,159,130,No  ,,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Rarely,4,7,7,5,2,0,4,5,4,0,2,1,0,3,0,5,1,3,0,0,0,3,1,0,2,0,0,0,0,0,0,5,0,5,2,2,65,55,60,70,80,80,40,15,0,4,4,No  ,,No  ,
32,Male   ,4-year College Degree   ,White/Caucasian   ,No   ,Normal weight,Never Married  ,,,,,,,,,,,,No,,Gaining weight ,190,I'm very confident about my estimate  ,Over a week ago   ,72,,"Used a very low calorie diet for weight loss (less than 1,200 calories daily)   ",192,155,No  ,,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Never,Never,Never,Never,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Rarely,Rarely,Rarely,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Female   ,4-year College Degree   ,White/Caucasian   ,No   ,Overweight,Married (Cohabiting),Strongly agree,Disagree,Agree,Strongly agree,Agree,,Disagree,Disagree,Disagree,Agree,Agree,"Yes, please indicate how many children you have",6,Keeping my weight about the same   ,224,I'm fairly confident about my estimate   ,This week   ,68,,,235,150,No  ,,Often,Often,Sometimes,Sometimes,Often,Often,Sometimes,Sometimes,Often,Sometimes,Often,Sometimes,Often,Sometimes,Sometimes,Often,Often,Often,Sometimes,Often,Often,3,0,0,7,5,5,5,4,7,1,3,1,0,5,2,1,2,3,0,0,0,4,4,5,5,1,2,0,0,0,0,5,0,7,4,0,8,3,11,91,56,26,43,15,7,2,5,No  ,,No  ,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Male   ,4-year College Degree   ,White/Caucasian   ,No   ,Overweight,Married (Cohabiting),Agree,Strongly Disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,,,Keeping my weight about the same   ,240,I'm very confident about my estimate  ,Today   ,74,,,242,165,No  ,,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Male   ,4-year College Degree   ,Asian   ,No   ,Overweight,Never Married  ,,,,,,,,,,,,No,,Losing weight   ,230,,Today   ,6,Significant relationship change ,Exercised at least 2 hours daily for weight loss   ,175,170,"Yes, If Yes add box please briefly describe what is working for you",Boxing,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Rarely,Sometimes,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Rarely,Rarely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Female   ,4-year College Degree   ,Asian   ,No   ,Normal weight,Never Married  ,,,,,,,,,,,,No,,Keeping my weight about the same   ,133,I'm fairly confident about my estimate   ,Over a month ago   ,66,,"Used a very low calorie diet for weight loss (less than 1,200 calories daily)   ",135,126,No  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Male   ,4-year College Degree   ,White/Caucasian   ,No   ,Obese,Never Married  ,,,,,,,,,,,,No,,Keeping my weight about the same   ,250,I'm very confident about my estimate  ,Today   ,67,Significant relationship change ,,250,120,No  ,,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Rarely,Never,Never,Often,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Never,Never,Sometimes,Sometimes,2,2,0,0,1,4,3,0,0,5,0,7,0,7,7,7,4,7,,,,,,,,,,,,,,,,,,,15,15,15,75,50,50,,,,1,,No  ,,No  ,
23,Male   ,2-year College Degree   ,White/Caucasian   ,No   ,Overweight,Never Married  ,,,,,,,,,,,,No,,Gaining weight ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Female   ,Masters Degree   ,White/Caucasian   ,No   ,Overweight,Married (Cohabiting),Strongly agree,Disagree,Agree,Strongly agree,Agree,Somewhat disagree,Disagree,Disagree,Disagree,Disagree,Agree,"Yes, please indicate how many children you have",1,Keeping my weight about the same   ,195,I have no confidence in my estimate   ,Over a week ago   ,70,Significant medical experience impeding mobility   ,"Used a very low calorie diet for weight loss (less than 1,200 calories daily)   ",225,150,No  ,,Sometimes,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,Never,Never,Rarely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Female   ,4-year College Degree   ,White/Caucasian   ,No   ,Overweight,Never Married  ,,,,,,,,,,,,No,,Keeping my weight about the same   ,215,I'm very confident about my estimate  ,This week   ,67,,,220,180,No  ,,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Often,Sometimes,Never,Sometimes,Sometimes,Never,Rarely,Sometimes,Often,Rarely,Rarely,Never,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Female   ,4-year College Degree   ,White/Caucasian   ,No   ,Overweight,Married (Cohabiting),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Male   ,4-year College Degree   ,White/Caucasian   ,No   ,Overweight,Never Married  ,,,,,,,,,,,,No,,Keeping my weight about the same   ,230,I'm fairly confident about my estimate   ,This week   ,73,Significant relationship change ,,235,215,No  ,,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Rarely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Female   ,4-year College Degree   ,White/Caucasian   ,No   ,Normal weight,Married (Cohabiting),Strongly agree,Strongly Disagree,Agree,Agree,Agree,Disagree,Somewhat disagree,Disagree,Disagree,Neither agree nor disagree,Somewhat agree,No,,Keeping my weight about the same   ,115,I'm very confident about my estimate  ,Over a month ago   ,66,Significant relationship change ,,116,110,No  ,,Sometimes,Rarely,Sometimes,Rarely,Never,Rarely,Rarely,Sometimes,Rarely,Never,Rarely,Never,Never,Sometimes,Rarely,Often,Never,Sometimes,Never,Never,Never,0,0,0,6,1,0,4,0,4,0,1,0,0,0,0,1,0,1,0,0,0,7,1,1,4,0,4,0,1,0,0,2,0,0,2,1,89,97,90,62,0,0,68,18,0,3,4,No  ,,No  ,
25,Female   ,4-year College Degree   ,Other   ,Yes   ,Normal weight,Married (Cohabiting),Strongly agree,Strongly Disagree,Agree,Strongly agree,Somewhat agree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly agree,No,,Losing weight   ,149,I'm very confident about my estimate  ,Today   ,62,,Exercised at least 2 hours daily for weight loss   ,172,135,"Yes, If Yes add box please briefly describe what is working for you","Eating raw, no sugar, or processed foods.",Rarely,Sometimes,Never,Rarely,Rarely,Never,Sometimes,Never,Never,Sometimes,Rarely,Rarely,Rarely,Sometimes,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,4,7,7,7,7,5,7,7,7,7,3,0,0,2,1,1,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,7,3,0,80,50,50,100,100,100,10,10,10,4,2,No  ,,No  ,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Male   ,4-year College Degree   ,White/Caucasian   ,No   ,Overweight,Married (Cohabiting),Agree,Somewhat agree,Disagree,Agree,Disagree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,"Yes, please indicate how many children you have",3,,260lbs,I have some doubts about my estimate   ,Over a week ago   ,74 inches,,,290 lbs,200 lbs,"Yes, If Yes add box please briefly describe what is working for you",HCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Male   ,4-year College Degree   ,White/Caucasian   ,No   ,Overweight,Married (Cohabiting),Strongly agree,Disagree,Agree,Strongly agree,Somewhat disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly agree,"Yes, please indicate how many children you have",3,Keeping my weight about the same   ,230,I'm very confident about my estimate  ,Over a week ago   ,73,Pregnancy   ,,250,275,"Yes, If Yes add box please briefly describe what is working for you",Portion Size and Exercise,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,,,Rarely,2,2,2,6,6,4,5,7,5,0,0,0,0,2,0,7,3,3,,,,,,,,,,,,,,,,,,,80,85,90,90,90,30,90,90,20,5,5,No  ,,No  ,
23,Female   ,Some College   ,White/Caucasian   ,No   ,Normal weight,Married (Cohabiting),Agree,Somewhat disagree,Somewhat agree,Does not Apply to Me,Agree,Somewhat agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly agree,No,,Losing weight   ,165,I'm very confident about my estimate  ,Today   ,70,"Started a medication with weight gain as a side effect   ,Significant medical experience impeding mobility   ,Significant relationship change ",,175,145,No  ,,Often,Often,Sometimes,Often,Often,Rarely,Sometimes,Never,Sometimes,Never,Never,Sometimes,Never,Often,Rarely,Sometimes,Sometimes,Rarely,Often,Often,Often,5,5,5,4,5,2,6,6,7,7,7,0,0,3,0,1,0,0,3,0,0,1,0,0,3,2,1,7,0,0,0,7,1,7,4,2,95,81,88,82,79,41,26,38,9,4,4,No  ,,No  ,
,Male   ,4-year College Degree   ,White/Caucasian   ,No   ,Normal weight,Married (Cohabiting),Strongly agree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Strongly Disagree,Disagree,Neither agree nor disagree,Strongly agree,No,,Keeping my weight about the same   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Female   ,2-year College Degree   ,White/Caucasian   ,No   ,Normal weight,Married (Cohabiting),Strongly agree,Strongly Disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly Disagree,,Disagree,Disagree,Strongly agree,"Yes, please indicate how many children you have",2,Losing weight   ,165,I'm fairly confident about my estimate   ,Over a month ago   ,66,"Pregnancy   ,Significant medical experience impeding mobility   ",,215,130,"Yes, If Yes add box please briefly describe what is working for you","Eating healthy, exercising daily, lots of fruits and vegitables instead of starches and fats",Never,Rarely,Sometimes,Rarely,Rarely,Sometimes,Rarely,Never,Rarely,Never,Never,Never,Never,Never,Sometimes,Rarely,Rarely,Never,Often,Never,Never,0,0,0,5,4,2,6,7,7,0,7,0,0,0,0,0,1,1,0,0,0,7,0,7,7,0,7,0,0,0,0,0,0,3,1,0,95,90,95,90,15,0,50,0,0,4,3,No  ,,No  ,
20,Male   ,2-year College Degree   ,White/Caucasian   ,No   ,Overweight,Never Married  ,,,,,,,,,,,,No,,Losing weight   ,210,I have some doubts about my estimate   ,Over a month ago   ,74,Significant relationship change ,,225,210,No  ,,Rarely,Sometimes,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Never,Rarely,Often,Rarely,Sometimes,Rarely,Sometimes,Rarely,4,0,0,3,2,7,7,1,7,0,0,0,0,0,7,0,1,4,,,,,,,,,,,,,,,,,,,55,50,55,50,60,55,,,,2,,No  ,,,
28,Male   ,4-year College Degree   ,Native American   ,No   ,Normal weight,Never Married  ,,,,,,,,,,,,No,,Keeping my weight about the same   ,155,I'm very confident about my estimate  ,Over a month ago   ,68,,,160,148,"Yes, If Yes add box please briefly describe what is working for you","Healthy Diet, Regular Exercise",Often,Often,Never,Sometimes,Sometimes,Never,Never,Often,Never,Sometimes,Rarely,Sometimes,Never,Never,Often,Often,Often,Never,Often,Sometimes,Sometimes,7,1,0,3,4,6,7,5,7,0,0,3,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,71,93,100,100,,,,,1,,No  ,,,
27,Female   ,2-year College Degree   ,White/Caucasian   ,No   ,Normal weight,Married (Cohabiting),Strongly agree,Disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly agree,No,,Losing weight   ,127,I'm very confident about my estimate  ,This week   ,67,Significant relationship change ,,156,125,"Yes, If Yes add box please briefly describe what is working for you","I pay a consultant who constructs meal plans and workout plans for me. I go to see him once a week to see how I'm doing, and he teaches me how to be healthy and what works for my body specifically. The end goal is for me to learn enough to be able to do it on my own without seeing him every week but he is always there to answer questions. My husband and I are doing this program together with the same consultant and it has contributed to our greater health and happiness individually as well as together. We have both been very excited to see the changes in our bodies and are very excited. ",Never,Rarely,Never,Rarely,Sometimes,Never,Sometimes,,Never,Never,Never,Never,Never,Sometimes,Rarely,Rarely,Sometimes,Never,Rarely,Never,Sometimes,0,7,7,5,5,3,7,7,7,2,1,0,0,4,0,0,0,0,0,7,7,5,5,3,5,7,7,1,1,0,0,4,0,0,0,0,100,100,91,95,100,96,95,100,95,4,4,No  ,,No  ,
